sequence,superkingdom,phylum,class,order,family,genus,species
GCF_008152015.1,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus aciditolerans
GCF_008831545.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus halophilus
GCF_009392895.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum aibiense
GCF_009601705.1,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus sp. E5-1-F
GCF_009602405.1,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus sp. E11-6
GCF_009617995.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium sp. LC1Hm
GCF_009690625.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus sp. CBA1104
GCF_009729015.1,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus ambivalens
GCF_009729035.1,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus,Stygiolobus azoricus
GCF_012222305.1,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus sp. S-194
GCF_013267195.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halorubrum,Halorubrum salinarum
GCF_013343295.1,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera tengchongensis
GCF_013388255.1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus zinderi
GCF_013391085.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas halophila
GCF_013391105.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salina
GCF_013401515.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,Halobaculum halophilum
GCF_013402815.2,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema halophilum
GCF_013402875.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,Halobaculum salinum
GCF_013407165.1,Archaea,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus oxyclinae
GCF_013407185.1,Archaea,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus ureiphilus
GCF_013407275.1,Archaea,Nitrososphaerota,,,,Candidatus Nitrosotenuis,Candidatus Nitrosotenuis sp. DW1
GCF_013407385.1,Archaea,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp. AC2
GCF_013415885.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex rubrum
GCF_013415905.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex pelagicum
GCF_013456555.2,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema zhouii
GCF_016065055.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex litoreum
GCF_016906025.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena salifodinae
GCF_017094465.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum desulfuricans
GCF_017094485.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Natronoarchaeaceae,Natranaeroarchaeum,Natranaeroarchaeum sulfidigenes
GCF_017094505.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum desulfuricans
GCF_017352095.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema longum
GCF_017352155.2,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena alkaliphila
GCF_017357405.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,Halovivax sp. KZCA124
GCF_017357525.1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Methanofollis aquaemaris
GCF_018141185.1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium alkalithermotolerans
GCF_018228765.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halorubrum,Halorubrum ruber
GCF_018623055.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halorubrum,Halorubrum sp. 2020YC2
GCF_019175345.1,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus shibatae
GCF_019633745.1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Methanofollis formosanus
GCF_019669925.1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter arboriphilus
GCF_019669965.1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus chikugoensis
GCF_019693215.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Natronoarchaeaceae,Salinarchaeum,Salinarchaeum sp. IM2453
GCF_019704315.1,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus,Stygiolobus caldivivus
GCF_019879105.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema sp. SYSU A 869
GCF_019880225.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,Halobaculum rubrum
GCF_020097815.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloprofundus,Haloprofundus salinisoli
GCF_020097835.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloprofundus,Haloprofundus halobius
GCF_020150815.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloprofundus,Haloprofundus salilacus
GCF_020217425.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium urmianum
GCF_020405205.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema salinisoli
GCF_020405225.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema sp. DC36
GCF_020614375.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus salinisoli
GCF_020614395.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salarchaeum,Salarchaeum japonicum
GCF_020618475.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus halobius
GCF_020700235.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus pallidirubidus
GCF_020844815.1,Archaea,Euryarchaeota,Methanomicrobia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix sp.
GCF_020886315.1,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus caldissimus
GCF_021184045.1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides orientis
GCF_021233415.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium litoreum
GCF_021233435.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium noricense
GCF_021249345.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium wangiae
GCF_021249405.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium zhouii
GCF_021431925.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,Halobaculum sp. CBA1158
GCF_021655615.1,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus sp. HS-5
GCF_022869805.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halosolutus,Halosolutus halophilus
GCF_022870485.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus dombrowskii
GCF_023008545.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natribaculum,Natribaculum luteum
GCF_023028105.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halosolutus,Halosolutus gelatinilyticus
GCF_023028225.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis litorea
GCF_023028345.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis marina
GCF_023093535.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,Halovivax limisalsi
GCF_023115355.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena salina
GCF_023167465.1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter tenebrarum
GCF_023204835.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Natronoarchaeaceae,Salinarchaeum,Salinarchaeum laminariae
GCF_023238205.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp. XZYJT49
GCF_023238445.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp. XZYJT40
GCF_023702125.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halorubrum,Halorubrum sp. 1-13-28
GCF_023703775.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloplanus,Haloplanus sp. GDY1
GCF_023703795.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloplanus,Haloplanus sp. HW8-1
GCF_023746595.1,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus argininiproducens
GCF_023913515.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,Natronococcus sp. CG52
GCF_023973145.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natribaculum,Natribaculum sp. CGA3
GCF_024022995.1,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus aggregans
GCF_024138125.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp. YCN54
GCF_024138145.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,Halovivax sp. AGai3-5
GCF_024138165.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp. XZYJT10
GCF_024204665.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Saliphagus,Saliphagus sp. WLHS1
GCF_024218795.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp. XZYJ18
GCF_024227435.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema caseinilyticum
GCF_024227715.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina sp. BCD28
GCF_024228315.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina sp. BND7
GCF_024266705.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema gelatinilyticum
GCF_024296665.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Salinilacihabitans,Salinilacihabitans rarus
GCF_024296685.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema marinum
GCF_024298845.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Saliphagus,Saliphagus sp. WLHSJ1
GCF_024298865.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorarius,Halorarius halobius
GCF_024298905.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas marina
GCF_024300625.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,Halovivax gelatinilyticus
GCF_024300825.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas gomsonensis
GCF_024362405.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorarius,Halorarius litoreus
GCF_024362485.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobeatus,Natronobeatus ordinarius
GCF_024362525.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrononativus,Natrononativus amylolyticus
GCF_024498195.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,Halovivax cerinus
GCF_024498335.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobellus,Halobellus ramosii
GCF_024508235.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus qingdaonensis
GCF_024662215.1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoplanus,Methanoplanus endosymbiosus
GCF_024730625.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax larsenii
GCF_024972735.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halalkaliarchaeum,Halalkaliarchaeum sp. AArc-CO
GCF_024972755.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Halanaeroarchaeum sp. HSR-CO
GCF_025231485.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Salinirubellus,Salinirubellus salinus
GCF_025913575.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena marina
GCF_025914035.1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus submarinus
GCF_025998175.1,Archaea,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus zosterae
GCF_026248685.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp. ZJ1
GCF_026684035.1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,Methanogenium organophilum
GCF_028747785.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex sp. XZYJT29
GCF_029278565.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula sp. DFY41
GCF_029338195.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula sp. GDY20
GCF_029338235.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula sp. SHR3
GCF_029338255.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula sp. XH51
GCF_029338275.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula sp. ZS-22-S1
GCF_029338315.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula sp. SYNS111
GCF_029338335.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,Halovivax sp. TS33
GCF_029338355.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis sp. DT85
GCF_029338375.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp. DT80
GCF_029338395.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp. DT72
GCF_029338515.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloglomus,Haloglomus sp. DT116
GCF_029338555.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,Halobaculum sp. DT55
GCF_029338575.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina sp. PSR21
GCF_029490015.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,Halobaculum sp. YSMS11
GCF_029633915.1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanomicrobium,Methanomicrobium antiquum
GCF_029633965.1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,Methanogenium sp. S4BF
GCF_029814175.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Salinigranum,Salinigranum sp. XZGYJ-43
GCF_030127105.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula sp. YJ-61-S
GCF_030127125.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,Halobaculum sp. DT92
GCF_030127145.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,Halobaculum sp. SYNS20
GCF_030127165.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,Halobaculum sp. DT31
GCF_030273315.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrarchaeobaculum,Natrialbaceae archaeon AArc-T1-2
GCF_030296715.1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium ferruginis
GCF_030323845.1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp. CWC-01
GCF_030505615.1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Salinibaculum,Salinibaculum sp. KK48
GCF_030734285.1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,Natronococcus sp. AD5
GCF_900036045.1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus bourgensis
GCF_900095295.1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium congolense
GCF_900177045.1,Archaea,Nitrososphaerota,,,,Candidatus Nitrosotalea,Candidatus Nitrosotalea okcheonensis
GCF_900198835.1,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus henrietii
GCF_901686465.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halorubrum,Halorubrum sp. DM2
GCF_902827225.1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus lauensis
GCF_946463545.1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus thermolithotrophicus
GCF_018884485.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000007165.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri
GCF_005406185.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. RSMS
GCF_007954705.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc citreum
GCF_016889005.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens
GCF_002291445.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria goodwinii
GCF_900637215.1,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum
GCF_014906205.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli
GCF_014168635.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas caviae
GCF_002752675.1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia violaceinigra
GCF_947251595.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont (group A) of Eupithecia tripunctaria
GCF_028743655.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio campbellii
GCF_026723865.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. Aquia_216
GCF_000267545.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri
GCF_015910265.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei
GCF_009363355.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. THAF190c
GCF_018982885.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Polymorphobacter,Polymorphobacter megasporae
GCF_000300135.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc carnosum
GCF_900240185.1,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis
GCF_003019275.1,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus muscae
GCF_022405915.1,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_000233875.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_022809715.1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pyrrocinia
GCF_022964795.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
